masked.ip.id,age,gender,ethnicity,hispanic,SubjectId,Captcha1,Captcha2,Consent,UseData,BlackSuspect,RaceCheck,GenderCheck,WeaponCheck,PrintCheck,WhiteSuspect,RaceCheck_w,GenderCheck_w,WeaponCheck_w,PrintCheck_w,Masculine_1,Masculine_2,Masculine_3,Masculine_4,Masculine_5,Feminine_7,Feminine_8,Feminine_9,Feminine_10,SuspectPain_1,SuspectPain_2,SuspectPain_3,SuspectFault_1,SuspectFault_2,SuspectFault_3,OfficerFault_1,OfficerFault_2,OfficerFault_3,BeneSexism_1,BeneSexism_2,BeneSexism_3,BeneSexism_4,BeneSexism_5,HostSexism_1,HostSexism_2,HostSexism_3,HostSexism_4,HostSexism_5,HostSexism_6
443,34,1,1,1,4403,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,75,69,57,61,52,29,28,21,27,60,82,66,59,53,52,59,58,62,1,1,1,2,1,1,1,1,1,1,1
444,59,2,11,5,5101,1,blue and bold  font,1,0,NA,NA,NA,NA,NA,1,1,1,0,1,85,50,37,22,25,19,52,27,51,41,35,34,43,42,38,41,37,41,6,4,6,6,6,6,5,5,5,6,4
445,39,1,1,1,5557,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,80,92,20,78,67,5,5,5,5,61,80,71,72,76,65,91,88,95,4,3,3,3,3,3,4,4,3,4,4
446,65,1,1,1,7597,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,53,68,42,37,52,30,31,24,31,85,100,68,63,65,62,91,75,65,6,5,6,4,6,1,3,3,2,2,2
447,56,1,1,1,4271,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,56,62,74,53,51,51,46,47,51,90,90,80,53,53,54,55,51,45,4,4,5,2,2,1,1,2,1,1,1
448,29,2,1,1,9966,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,88,76,77,76,59,0,0,0,0,2,59,7,92,91,100,37,42,5,4,5,6,6,5,4,5,5,5,3,6
449,59,1,1,1,6436,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,94,100,88,85,65,0,0,0,0,40,82,17,100,100,100,30,11,0,2,4,4,5,4,4,6,5,6,6,6
450,31,1,15,2,8577,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,0,1,0,40,79,72,57,29,88,84,53,34,87,83,36,94,34,77,88,33,77,2,6,2,2,5,3,5,4,2,6,2
451,72,1,1,1,4858,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,72,33,21,75,34,29,57,61,63,42,43,45,76,64,65,43,37,45,4,4,6,3,5,6,5,6,3,3,4
452,31,2,1,1,5187,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,67,86,100,59,65,0,0,0,23,19,33,28,94,100,98,35,13,0,6,4,6,2,2,2,4,5,2,5,4
453,73,1,1,1,9270,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,72,98,62,79,70,7,7,4,6,49,49,49,80,81,92,39,33,13,5,4,3,4,4,6,4,3,5,2,3
454,52,2,9,1,2567,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,80,100,100,70,70,0,0,19,0,30,85,70,40,40,40,41,40,40,1,2,2,1,1,1,1,1,1,1,1
455,67,2,1,1,6456,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,97,99,92,93,95,8,13,13,3,91,93,88,19,24,27,86,80,91,5,5,5,6,3,NA,NA,NA,NA,NA,NA
456,27,2,1,1,1261,1,Csp,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,51,62,72,20,59,1,17,7,50,6,22,11,80,81,58,20,18,22,4,5,6,4,5,5,5,5,4,6,5
457,30,2,15,2,8095,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,55,59,57,58,51,51,51,51,51,55,58,62,61,62,62,57,59,61,4,4,4,4,4,6,6,6,6,6,6
458,32,2,6,1,9820,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,19,26,38,7,18,7,5,0,39,29,51,48,30,37,45,78,100,83,4,1,3,3,4,1,1,2,2,1,1
459,47,1,2,1,1898,1,CAP,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,20,1,2,15,5606,1,cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,69,65,0,15,0,0,0,6,0,15,89,15,51,46,33,100,60,14,1,4,5,1,1,2,1,6,3,5,1
461,64,1,1,1,8276,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,70,85,69,62,60,32,15,30,37,71,83,66,81,85,94,38,28,20,6,6,6,6,6,2,5,5,5,5,6
462,71,1,1,1,7494,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,61,72,62,60,60,21,83,21,31,62,72,43,82,72,58,71,31,41,3,3,5,5,4,2,4,4,3,3,3
463,37,1,1,1,7228,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,62,87,60,60,81,22,14,12,12,79,75,91,100,100,83,0,0,2,1,1,3,4,1,6,6,6,6,6,6
464,57,1,2,1,1784,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,68,64,71,69,63,28,26,30,23,91,100,92,91,92,94,25,28,28,4,4,4,4,4,4,4,4,4,4,4
465,30,2,1,1,2752,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,83,100,82,76,64,4,16,11,18,8,99,82,95,100,52,5,0,0,2,2,6,1,4,4,5,6,2,2,1
466,51,1,1,1,3557,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,74,68,72,71,57,17,34,22,26,75,84,51,98,86,95,13,5,20,6,5,4,3,4,5,5,3,4,3,4
467,67,1,1,1,4284,1,Cap,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,32,1,1,1,2278,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,0,0,1,87,100,53,93,64,0,0,4,0,1,2,1,100,0,100,53,0,0,4,3,6,5,4,2,3,2,2,2,2
469,60,1,3,1,3136,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,78,62,72,73,52,30,13,27,68,66,74,72,73,75,79,95,86,77,4,4,5,3,4,3,4,4,3,4,4
470,66,2,1,1,1964,1,CAP,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,60,84,63,62,75,18,20,19,20,61,68,28,75,75,55,50,20,9,4,4,4,3,3,5,4,4,4,4,4
471,29,1,15,14,3807,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,9,9,2,5,3,3,3,1,2,20,19,21,71,67,69,40,40,8,4,3,4,3,3,4,4,3,3,3,4
472,40,1,1,1,1868,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,43,58,57,38,46,64,48,60,41,45,36,47,61,59,34,36,44,31,4,4,5,5,4,4,4,4,4,5,5
473,67,1,1,1,1544,1,CAP,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,32,2,1,1,2112,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,53,63,100,53,71,0,52,53,0,100,100,100,100,99,100,1,0,0,1,1,6,6,6,3,6,1,1,4,4
475,35,1,1,14,6921,1,cap,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,19,1,2,15,4832,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,78,86,62,68,56,16,67,63,42,31,76,37,58,46,46,75,67,30,1,2,2,1,1,2,3,3,3,2,3
477,22,1,15,2,2586,1,CAP,1,0,NA,NA,NA,NA,NA,1,1,0,1,1,48,51,48,51,51,51,51,51,51,51,51,51,51,51,51,51,51,48,5,4,3,3,3,4,4,2,6,4,4
478,76,1,1,1,3389,1,CAP,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,54,1,10,1,2958,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,60,60,40,60,40,40,60,40,60,53,40,39,60,40,45,30,70,40,4,4,3,3,4,4,4,3,4,3,3
480,78,1,1,1,4137,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,100,100,97,100,85,0,0,0,0,83,100,85,100,100,100,19,0,0,6,4,4,2,4,1,2,1,1,1,1
481,62,1,1,1,9668,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,75,80,60,55,65,21,79,33,25,64,83,61,81,86,93,31,23,36,4,3,4,4,3,4,4,3,4,3,4
482,42,2,15,14,3176,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,67,59,48,60,42,70,60,63,59,34,42,35,69,67,49,45,42,20,5,6,6,6,6,2,2,3,4,1,2
483,32,2,1,1,1572,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,84,87,85,80,12,22,24,15,18,97,93,16,78,86,66,92,68,58,5,6,6,5,6,6,3,1,6,1,2
484,26,1,1,1,6066,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,62,65,59,58,63,68,43,44,63,55,45,59,68,53,58,58,58,66,3,2,2,3,3,3,4,4,3,3,4
485,41,1,1,1,3957,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,0,1,1,57,65,52,55,62,60,73,66,64,76,66,58,75,71,70,65,72,65,3,4,2,4,3,3,5,4,3,2,2
486,34,2,1,1,7281,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,38,100,80,21,100,100,100,100,14,99,83,70,29,35,4,100,57,13,6,6,6,6,6,4,6,6,3,6,6
487,65,1,1,1,8651,1,cap,1,1,NA,NA,NA,NA,NA,1,1,0,1,1,58,56,54,51,54,32,50,49,54,12,6,11,80,80,62,31,30,35,4,4,5,4,3,4,2,3,2,3,3
488,80,2,1,1,1853,1,CAP,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,48,54,56,49,59,51,52,47,50,51,50,47,98,65,61,39,34,48,5,4,4,4,3,3,5,5,4,3,4
489,68,1,1,1,8935,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,9,55,9,9,9,8,8,10,7,12,13,13,82,89,86,31,24,5,4,2,4,2,2,5,5,5,5,5,6
490,31,1,1,1,6697,1,cap,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,6,5,6,6,6,6,6,5,6,6,6
491,29,1,16,1,5858,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,75,83,72,55,47,40,55,77,68,63,69,61,84,80,70,43,25,16,3,4,4,5,4,4,5,5,4,6,4
492,80,2,1,1,2487,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,100,100,51,100,100,0,0,0,0,61,81,30,93,98,83,10,10,0,4,3,3,3,4,2,4,4,4,3,3
493,74,2,1,1,9550,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,73,72,77,76,76,8,5,8,3,36,59,61,55,61,59,30,31,32,4,5,6,5,5,4,4,4,3,3,3
494,51,1,1,1,7879,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,16,7,39,11,21,64,51,41,77,3,75,14,21,32,44,57,46,33,6,6,6,5,5,1,5,6,2,2,2
495,55,1,2,1,9220,1,CAP,1,1,1,1,0,0,1,NA,NA,NA,NA,NA,67,94,74,99,74,76,67,83,92,75,67,72,85,76,95,89,85,83,6,5,5,5,5,4,4,2,2,1,2
496,47,1,1,1,5494,1,Cap,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,67,69,70,74,40,67,64,40,72,65,67,41,63,38,68,66,50,66,3,2,4,3,4,3,3,3,4,2,3
497,35,1,2,1,1441,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,88,89,67,78,70,70,70,73,76,26,65,80,36,58,79,34,65,94,5,6,5,5,6,5,6,5,5,6,5
498,69,1,1,1,8865,1,captchas,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,61,65,60,60,56,43,43,42,41,41,54,40,70,62,42,60,41,45,4,3,4,3,3,4,4,4,3,3,4
499,68,2,1,1,1132,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,29,41,58,52,52,38,33,35,11,65,85,58,40,41,52,78,65,54,5,4,4,4,5,2,3,2,1,1,1
500,49,1,1,1,9518,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,51,51,51,51,51,51,51,51,51,51,51,51,72,66,69,39,37,39,4,4,5,3,3,1,2,2,2,2,2
501,34,2,1,1,6596,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,24,50,37,24,45,19,27,30,33,21,57,26,25,23,16,77,74,63,3,3,4,4,4,1,1,1,1,1,1
502,42,1,1,1,2779,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,62,71,56,94,67,34,65,25,32,69,58,65,73,67,70,31,30,27,5,5,6,6,4,4,4,3,2,2,4
503,27,1,1,1,4611,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,72,73,24,61,86,13,12,9,0,19,3,70,87,87,17,32,18,15,4,3,4,3,3,4,3,3,4,3,3
504,39,1,1,1,1236,1,blue and bold font,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,88,91,93,89,91,93,91,89,84,84,85,84,92,93,96,89,91,92,5,6,6,5,4,5,1,6,5,4,4
505,26,1,1,1,3684,1,CAP,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,58,39,70,63,57,78,64,76,53,62,67,77,65,73,95,73,60,80,4,4,4,3,4,4,4,3,4,3,4
506,69,1,1,1,2726,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,35,30,20,21,80,0,0,0,0,60,75,22,61,82,80,25,0,1,6,3,5,2,3,5,4,3,4,4,2
507,63,2,2,1,8892,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,81,83,82,70,80,0,0,0,0,98,100,78,100,96,83,0,0,0,6,2,5,6,5,1,3,1,1,1,1
508,35,1,3,2,3848,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,91,84,92,84,81,85,100,73,73,63,71,74,68,61,78,64,67,71,5,5,4,6,6,3,3,3,6,5,6
509,18,1,2,2,2231,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,100,100,100,44,99,0,100,71,50,51,39,67,91,29,83,99,100,100,6,4,4,3,4,6,6,6,6,6,6
510,32,1,2,1,8131,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,77,99,87,14,5,18,93,22,85,4,82,77,90,52,10,73,17,58,5,6,6,6,6,1,3,5,3,3,3
511,64,1,1,1,5589,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,80,100,0,0,0,0,100,0,0,0,0,0,100,100,100,100,100,60,6,1,6,6,3,4,5,6,6,6,6
512,49,1,1,1,3203,1,cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,70,69,68,69,68,69,69,69,69,71,71,71,71,72,70,72,72,72,4,4,4,4,4,4,4,4,4,4,4
513,54,1,1,1,4918,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,97,96,87,95,91,87,88,85,90,81,80,80,76,82,40,75,70,64,4,4,5,5,5,4,4,4,4,4,4
514,90,1,1,1,5016,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,87,83,83,80,81,19,20,21,19,62,62,62,100,100,100,25,25,7,5,5,5,5,4,4,5,5,5,5,4
515,29,2,6,1,6233,1,CAP,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,51,80,51,51,51,30,50,30,40,60,76,100,56,70,70,37,9,2,2,3,1,3,2,4,2,3,3,2,4
516,52,1,1,1,3316,1,Cap,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,82,83,79,77,79,12,9,16,11,20,21,20,13,21,42,78,74,79,6,6,6,6,4,5,5,6,4,6,6
517,30,1,1,1,8983,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,84,99,81,78,56,9,2,6,9,62,72,67,75,71,61,35,8,2,4,3,4,3,3,3,3,4,3,2,3
518,43,1,15,2,1289,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,65,76,73,44,38,67,62,69,40,69,85,81,74,75,38,67,77,71,5,4,2,3,5,2,1,5,5,2,3
519,32,1,1,1,2236,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,38,43,59,55,58,55,45,56,44,58,62,46,45,43,41,54,58,55,4,3,5,4,3,2,4,3,4,2,3
520,41,1,1,1,8418,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,85,92,71,70,68,76,36,72,64,87,67,39,72,63,65,96,82,29,5,5,3,5,4,6,4,5,4,3,2
521,76,1,1,1,4863,1,cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,80,76,86,72,85,35,84,79,29,66,100,100,100,95,100,97,14,0,2,3,4,4,5,4,4,5,4,4,5
522,44,1,1,1,9586,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,30,30,0,35,60,40,50,50,60,65,70,60,61,54,40,90,70,60,4,1,2,4,3,1,2,1,2,2,1
523,67,1,1,1,4871,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,91,95,90,78,75,0,6,3,7,66,74,32,89,88,88,81,21,21,2,4,4,5,3,4,2,3,4,2,4
524,60,2,2,1,5209,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,52,49,52,54,52,21,53,9,58,NA,65,80,52,69,52,52,53,57,6,2,5,5,5,2,2,4,4,2,3
525,30,1,1,1,6085,1,Cap,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,63,77,NA,72,NA,NA,47,NA,NA,79,66,58,61,65,74,28,26,15,6,6,6,5,5,5,2,2,2,1,2
526,47,1,1,1,6593,1,Cap,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,85,75,78,81,83,82,75,78,80,83,87,87,100,100,100,0,0,0,4,3,2,2,2,2,4,4,5,3,5
527,27,1,1,1,6307,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,74,74,65,64,52,24,27,21,40,60,76,59,92,88,83,65,35,0,4,4,4,4,4,4,4,4,3,3,4
528,52,1,15,2,5889,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,63,68,65,60,64,41,37,40,39,43,43,42,66,69,67,61,37,38,5,5,4,4,4,3,4,4,4,3,3
529,53,1,1,1,7645,1,cap[,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,100,100,100,100,0,0,70,12,29,67,100,79,100,100,100,0,0,0,6,6,6,6,1,1,1,1,1,1,1
530,78,1,1,1,2447,1,CAP,1,1,NA,NA,NA,NA,NA,1,0,0,0,1,65,82,61,78,66,33,40,41,34,80,79,56,75,80,66,39,28,4,4,3,5,4,4,5,4,5,5,4,6
531,30,2,1,1,9342,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,64,68,58,60,37,29,32,29,28,26,31,31,41,32,36,68,68,78,4,4,5,4,4,4,4,4,4,2,4
532,58,1,1,1,9456,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,81,76,80,53,64,29,33,33,29,53,66,64,56,69,80,69,42,27,6,5,6,5,5,4,4,3,3,6,6
533,62,1,1,1,2168,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,100,100,100,51,77,1,3,3,1,100,100,71,93,100,50,9,11,2,1,1,2,2,1,4,3,4,3,3,4
534,73,1,1,1,3249,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,64,62,61,51,51,23,25,25,22,59,55,48,88,88,88,66,36,37,2,2,3,4,3,6,5,5,4,4,4
535,54,1,1,1,3757,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,26,41,54,40,40,42,61,59,56,60,75,42,32,31,31,84,84,85,2,4,2,2,1,4,5,3,4,3,4
536,49,1,1,1,2217,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,59,65,41,23,51,20,51,40,60,62,76,51,72,69,72,55,51,36,5,3,4,4,3,4,4,5,5,3,3
537,55,1,1,1,2016,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,87,100,86,64,86,100,100,100,100,89,94,8,100,100,99,0,0,0,3,4,3,1,5,3,6,6,5,5,5
538,35,1,1,1,7927,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,0,0,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,5,4,4,3,1,4,6,5,4,4
539,63,1,1,1,4992,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,81,74,75,72,74,19,18,18,19,70,71,60,85,81,51,39,26,25,6,4,4,2,2,4,4,3,3,4,3
540,35,1,1,1,9275,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,20,54,28,16,28,40,36,47,58,24,77,14,63,55,33,81,65,66,3,3,3,3,3,4,3,3,4,3,5
541,31,2,1,1,2836,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,60,61,61,61,61,10,10,23,51,70,81,85,20,10,50,70,100,100,4,4,5,5,4,3,3,2,1,1,1
542,43,1,1,1,6019,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,62,64,64,65,62,50,45,43,45,44,58,46,48,45,47,59,58,62,6,6,6,1,1,1,1,1,1,1,1
543,33,1,1,1,4204,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,0,0,68,68,68,68,68,79,62,63,68,70,68,74,67,61,65,65,66,67,5,4,4,4,4,4,4,4,5,5,4
544,53,1,1,1,8227,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,90,95,60,80,75,5,17,8,9,15,80,25,95,97,100,5,5,1,2,1,3,2,1,3,2,2,2,2,2
545,25,1,1,1,1900,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,55,75,60,40,55,40,40,30,35,60,70,45,100,100,50,100,0,0,1,1,4,1,3,6,2,5,2,1,4
546,55,1,1,1,8862,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,87,88,86,91,34,27,21,40,55,54,76,69,83,87,69,80,25,19,4,3,5,5,5,3,2,4,3,6,1
547,46,1,1,1,4807,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,70,60,80,80,70,70,69,70,80,90,20,90,60,10,100,10,70,0,1,4,3,4,2,4,3,2,4,2,3
548,50,1,1,1,5724,1,CAP,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,52,52,55,57,52,52,52,52,52,8,80,36,27,26,31,86,86,73,1,1,1,4,1,1,2,4,4,1,1
549,30,1,1,6,3554,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,64,61,65,57,58,41,38,32,57,41,67,62,59,65,70,65,62,67,6,5,6,6,5,3,2,3,4,3,5
550,28,1,2,1,2238,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,36,40,41,43,42,48,56,48,59,69,77,69,100,100,100,85,85,100,2,5,6,6,1,2,3,3,3,3,4
551,61,1,1,1,6989,1,BLUE,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,75,72,59,42,47,59,57,42,60,22,21,24,92,61,62,68,90,89,4,4,5,5,5,4,4,4,1,1,1
552,34,1,1,1,9634,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,80,51,27,17,100,100,100,100,0,0,0,100,100,100,0,0,0,1,1,1,1,1,6,6,6,6,1,1
553,58,1,2,1,8199,1,cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,78,84,81,83,75,53,73,61,82,74,80,83,84,80,58,93,66,56,5,5,5,5,2,5,3,3,2,2,2
554,56,1,1,1,9661,1,cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,64,72,44,59,42,36,37,34,36,56,58,63,69,71,80,39,37,32,6,4,4,3,4,4,3,4,3,3,4
555,66,1,1,1,8968,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,80,77,75,78,70,38,41,39,39,76,79,80,38,53,57,40,42,33,4,4,4,4,4,4,4,3,4,3,4
556,53,1,1,1,9285,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,74,88,21,44,52,8,12,2,24,54,70,38,92,94,100,55,24,11,6,4,5,5,4,2,3,4,2,1,2
557,46,1,1,1,7679,1,CAP,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,100,100,100,100,100,0,0,0,0,100,100,71,60,60,65,100,100,100,4,3,6,6,3,2,2,2,3,2,2
558,58,1,1,1,6819,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,85,90,77,62,85,2,1,0,3,64,62,9,78,83,70,26,34,29,4,4,4,2,5,2,4,4,4,4,3
559,41,1,2,1,2155,1,CAP,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,88,79,7,96,10,19,8,11,13,36,69,23,29,0,0,64,99,72,1,2,2,1,1,4,6,4,4,6,6
560,62,1,1,1,3857,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,78,60,79,67,42,1,5,3,1,81,80,70,59,62,57,44,42,53,4,4,6,5,3,3,4,5,4,3,2
561,27,2,2,1,8510,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,3,3,3,3,3,3,3,3,3,3,3
562,32,1,1,1,7250,1,cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,58,56,47,46,68,51,51,51,51,78,70,75,100,100,100,27,27,29,3,2,6,4,3,6,4,4,4,3,4
563,66,2,1,1,8627,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,100,100,65,100,56,1,1,0,1,30,81,5,100,100,100,14,14,0,4,1,2,4,2,5,4,3,2,2,3
564,39,1,2,1,4394,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,100,100,40,100,100,0,0,0,100,30,100,10,100,100,100,0,0,0,6,4,5,6,5,4,4,2,2,4,5
565,46,1,1,1,5065,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,93,100,90,26,0,93,8,26,32,96,100,85,71,79,41,9,0,0,5,6,5,5,6,5,6,5,5,6,6
566,38,2,15,2,9448,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,54,100,53,4,11,1,2,2,4,93,NA,84,0,36,28,34,25,4,5,5,6,4,5,2,5,1,4,6,6
567,52,2,16,1,2189,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,14,100,78,7,2,0,0,0,3,0,1,2,4,4,27,35,77,35,6,1,6,5,6,3,3,3,2,1,2
568,57,2,16,2,6772,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,12,0,0,0,17,20,19,20,100,72,39,29,29,0,71,75,77,4,2,3,1,5,1,1,1,1,1,1
