masked.ip.id,age,gender,ethnicity,hispanic,SubjectId,Captcha1,Captcha2,Consent,UseData,BlackSuspect,RaceCheck,GenderCheck,WeaponCheck,PrintCheck,WhiteSuspect,RaceCheck_w,GenderCheck_w,WeaponCheck_w,PrintCheck_w,Masculine_1,Masculine_2,Masculine_3,Masculine_4,Masculine_5,Feminine_7,Feminine_8,Feminine_9,Feminine_10,SuspectPain_1,SuspectPain_2,SuspectPain_3,SuspectFault_1,SuspectFault_2,SuspectFault_3,OfficerFault_1,OfficerFault_2,OfficerFault_3,BeneSexism_1,BeneSexism_2,BeneSexism_3,BeneSexism_4,BeneSexism_5,HostSexism_1,HostSexism_2,HostSexism_3,HostSexism_4,HostSexism_5,HostSexism_6
317,71,2,1,1,3808,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,85,86,87,86,64,5,6,3,2,87,88,88,91,89,93,11,12,1,6,5,6,6,6,2,3,2,1,1,1
318,44,1,1,1,8263,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,0,1,1,100,86,89,87,82,91,92,87,89,100,78,100,90,85,100,94,89,100,6,6,6,6,6,6,5,5,6,5,6
319,66,2,1,1,7590,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,100,86,100,66,67,36,36,32,67,75,100,66,100,84,100,57,46,26,1,1,6,6,1,5,4,3,1,1,1
320,39,2,1,1,8164,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,25,35,58,35,64,32,30,25,26,24,30,30,31,29,25,14,21,32,3,3,3,3,3,3,3,3,3,3,3
321,64,2,1,1,2646,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,85,81,81,61,81,11,65,8,13,38,94,59,80,82,19,29,19,18,4,4,4,1,4,1,3,3,1,4,3
322,19,2,15,14,6493,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,73,100,52,84,72,0,0,0,0,20,70,29,90,91,97,52,39,16,4,1,5,3,2,1,4,4,5,1,1
323,18,1,2,1,3199,1,CAP,1,0,NA,NA,NA,NA,NA,1,0,0,1,1,45,60,100,44,39,69,81,44,42,60,60,70,78,73,95,31,34,38,4,4,4,4,4,4,4,4,4,4,4
324,60,2,1,1,2788,1,CAP,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,66,2,5,1,2556,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,58,74,51,51,51,42,51,51,31,73,100,89,90,51,12,81,21,9,3,2,4,4,4,2,3,4,3,2,2
326,21,1,1,2,9717,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,0,0,65,75,75,67,44,51,65,45,67,67,63,68,45,64,48,42,35,40,3,3,5,3,3,3,3,3,2,3,3
327,21,2,1,1,5861,1,CAP,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,65,66,39,72,61,30,32,36,31,68,86,66,79,86,79,45,45,43,4,4,4,4,4,4,4,4,2,2,1
328,71,2,1,1,2725,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,72,100,72,52,100,0,0,0,0,100,100,53,100,100,100,0,0,0,1,4,4,1,1,5,6,6,4,1,6
329,51,2,1,1,4023,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,100,100,73,100,72,83,0,0,0,4,31,17,100,100,100,15,0,0,2,4,6,6,4,3,1,2,1,1,3
330,22,2,2,1,8472,1,CAP,1,1,NA,NA,NA,NA,NA,1,0,1,1,1,47,60,46,36,27,51,60,45,42,56,86,83,33,64,45,38,77,63,4,4,6,3,4,6,3,5,5,3,4
331,71,2,1,1,2005,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,57,42,72,59,72,45,33,30,31,32,55,37,79,86,51,85,92,51,4,1,3,2,2,2,1,1,1,1,1
332,42,1,1,1,4827,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,62,63,62,56,44,36,35,25,41,59,61,60,97,95,90,2,3,0,6,4,6,6,3,3,1,2,1,1,2
333,24,2,1,1,8078,1,CAP,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,100,94,88,100,100,13,12,31,6,63,85,58,100,100,100,93,70,46,2,2,2,4,4,3,3,3,2,5,5
334,40,1,1,1,4618,1,blue and bold font,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,69,59,65,59,58,42,55,60,62,55,36,55,58,64,70,66,58,73,2,3,4,3,4,4,3,4,5,3,3
335,40,1,1,1,9162,1,CAP,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6,6,6,6,6,6,6,6,6,6,6
336,18,2,4,1,8615,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,74,74,70,52,52,25,52,13,52,72,97,36,42,46,57,52,30,54,4,5,6,5,6,2,6,5,4,1,4
337,18,2,2,1,5713,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,76,81,51,56,24,51,46,40,62,73,54,46,73,56,51,69,73,70,4,3,4,4,3,4,4,3,4,3,6
338,58,2,1,1,4947,1,CAP,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,75,81,55,62,56,2,0,7,1,1,3,4,96,95,93,7,7,7,5,3,3,4,5,3,4,5,4,3,4
339,27,1,15,2,1556,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,74,79,35,83,33,26,68,74,65,73,65,77,68,74,69,82,63,89,6,5,6,5,6,6,6,5,5,6,6
340,60,2,1,1,8812,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,97,95,93,87,91,5,0,13,6,52,69,62,95,97,90,87,79,52,5,5,5,5,5,2,2,3,3,5,2
341,20,2,1,4,8784,1,cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,84,81,0,90,51,0,0,0,10,60,69,57,70,51,29,52,50,50,4,1,6,1,4,1,1,1,1,3,4
342,26,1,4,1,1075,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,59,55,65,53,52,31,40,40,38,59,55,43,44,51,47,56,60,57,2,3,4,3,3,4,4,5,5,4,4
343,37,2,1,1,9484,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,51,51,51,51,51,33,37,41,17,51,51,51,NA,NA,NA,65,78,92,6,4,6,6,5,1,1,1,1,1,1
344,28,2,2,1,1350,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,61,64,64,57,61,63,60,62,58,60,79,61,56,57,61,66,61,61,5,5,6,3,5,3,4,5,4,3,5
345,55,2,1,1,7654,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,29,85,35,17,78,0,0,0,0,74,90,27,100,100,100,4,3,0,2,3,2,1,2,3,5,4,2,1,4
346,41,1,1,1,1935,1,cap,1,1,NA,NA,NA,NA,NA,1,1,0,1,1,99,100,100,99,100,99,100,100,100,100,100,100,100,100,100,100,99,100,6,6,6,6,6,6,6,6,6,6,6
347,64,2,1,1,7468,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,83,83,84,74,85,13,14,13,15,34,66,27,84,89,92,32,30,33,3,3,3,3,3,2,3,4,2,2,2
348,66,2,1,1,2628,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,82,92,83,63,63,19,14,18,17,84,100,64,93,96,93,73,30,43,4,2,4,1,5,2,5,6,6,5,5
349,61,2,1,1,3400,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,100,100,80,81,70,0,0,0,0,12,80,51,92,92,82,40,40,20,4,3,3,2,3,1,1,3,1,1,2
350,56,2,1,1,9675,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,83,88,73,51,54,6,30,9,40,77,88,26,91,93,91,40,23,14,5,4,4,4,3,4,4,5,3,3,4
351,18,2,1,1,1927,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,80,80,60,70,60,0,0,0,0,55,80,60,50,20,5,60,40,50,4,3,3,4,5,1,2,1,2,1,1
352,21,1,1,1,9228,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,45,70,59,77,38,51,50,51,51,51,46,48,52,51,51,53,45,60,6,2,4,3,4,3,5,1,2,1,4
353,42,1,1,1,8517,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,69,62,35,41,74,22,66,43,81,67,37,27,82,45,59,74,28,39,5,4,5,6,4,6,5,6,4,6,6
354,35,2,1,1,1071,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,61,78,82,70,73,90,100,60,24,78,64,82,75,75,84,75,87,87,6,6,6,6,6,5,6,6,6,6,6
355,45,1,1,1,4727,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,0,0,1,100,100,100,100,100,100,100,100,100,100,100,100,79,83,94,91,100,96,6,6,6,6,6,6,6,6,6,6,5
356,40,1,1,1,4631,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,68,76,80,83,42,27,41,66,85,39,49,44,69,75,62,85,77,66,6,5,5,6,3,5,6,4,4,3,4
357,24,2,1,1,8575,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,53,71,65,49,53,0,0,0,45,61,69,64,66,68,50,43,45,50,4,3,4,4,3,3,4,4,3,2,3
358,63,1,1,1,9885,1,CAP,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,20,2,1,1,4219,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,91,93,38,32,32,24,23,29,13,32,21,13,97,95,59,83,6,0,5,4,6,3,2,4,4,4,3,2,4
360,33,1,1,1,6348,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,92,93,92,93,92,10,61,10,61,20,20,20,40,39,39,51,51,51,4,4,4,4,4,1,1,1,1,1,1
361,42,1,1,1,4800,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,40,42,28,30,30,30,31,32,31,72,63,50,66,66,66,39,40,30,4,2,4,4,3,4,5,5,5,5,5
362,62,2,1,1,5959,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,99,100,68,100,61,1,1,0,19,44,31,11,80,81,82,71,72,65,4,4,4,3,4,3,3,2,4,3,4
363,59,1,2,1,2725,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,79,78,80,30,80,31,74,22,83,83,85,85,78,78,64,20,21,21,5,3,6,5,5,4,3,4,4,4,5
364,56,2,1,1,5392,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,82,100,100,73,63,13,14,15,13,72,81,71,71,79,64,62,70,20,4,3,4,3,4,4,3,2,2,2,3
365,50,2,5,1,2761,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,51,64,73,51,52,19,51,20,51,73,80,60,73,75,52,72,63,51,2,3,1,2,2,3,4,6,5,4,3
366,44,2,1,1,2248,1,Cap,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,6,6,6,6,6,6
367,20,1,2,1,7947,1,Cap,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,71,42,44,72,71,67,73,40,78,78,68,37,31,63,33,34,65,37,2,3,4,3,2,2,4,3,3,4,3
368,69,2,1,1,6316,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,0,71,91,73,71,62,63,24,20,38,67,79,62,73,73,63,82,62,32,4,4,5,4,5,3,2,5,4,3,4
369,51,1,4,1,9130,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,36,90,85,85,81,80,33,33,72,86,100,84,90,75,10,71,100,72,3,5,5,6,5,4,6,6,6,6,6
370,66,2,1,1,4736,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,72,84,97,69,59,8,13,11,12,85,84,88,81,82,93,88,44,38,5,5,5,5,5,5,5,5,2,2,5
371,59,2,2,1,1167,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,100,100,100,100,59,10,10,10,10,88,100,94,43,42,54,91,94,87,6,3,6,5,1,3,1,1,1,1,1
372,74,2,1,1,7317,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,100,100,51,100,100,0,0,0,0,90,100,60,100,100,100,20,10,0,4,4,6,5,5,4,4,4,3,4,4
373,31,1,4,1,8771,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,55,36,62,45,54,22,42,37,31,60,39,40,62,28,64,69,32,60,4,1,5,5,4,4,3,2,3,5,2
374,32,1,1,1,1703,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,0,66,27,75,41,74,28,31,82,78,80,29,72,29,66,67,90,27,77,2,5,4,4,6,2,4,6,6,5,2
375,36,2,2,1,8429,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,37,0,0,22,0,0,0,0,0,0,0,0,100,100,86,0,0,0,5,6,6,1,6,4,1,2,1,1,6
376,63,2,1,1,1456,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,16,10,18,19,18,88,87,80,82,75,75,63,82,79,70,66,65,53,5,4,4,3,4,3,6,3,4,3,3
377,36,1,1,2,2226,1,cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,61,64,73,51,76,0,0,0,0,82,89,81,81,79,79,69,70,0,4,1,4,3,1,6,4,4,4,5,4
378,37,2,1,1,9272,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,84,100,55,20,4,28,14,62,0,63,83,74,88,72,52,50,35,64,3,1,1,1,2,1,2,1,2,1,1
379,20,2,2,1,8903,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,34,27,40,38,61,0,0,0,0,11,81,15,100,39,74,57,62,52,3,4,3,4,4,5,5,4,3,4,5
380,60,2,1,1,7069,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,87,93,71,83,83,27,36,35,28,59,76,67,71,78,78,46,46,26,4,4,4,2,4,4,4,3,3,3,3
381,42,1,1,1,3505,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,77,69,78,73,75,19,41,28,28,67,75,62,73,77,74,74,82,39,4,4,5,5,3,2,3,1,5,4,4
382,43,1,4,1,7954,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,54,55,1,8,12,2,0,8,5,35,51,45,100,100,100,0,0,0,1,1,1,1,1,1,1,1,1,1,1
383,69,2,2,1,9972,1,CAP,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,100,26,67,71,82,100,100,100,100,62,40,75,40,41,85,50,0,0,5,5,5,5,5,5,5,4,5,5,6
384,54,2,1,1,9550,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,100,100,80,71,67,0,0,0,0,100,100,100,100,100,100,0,0,0,1,1,2,3,1,1,1,1,1,1,6
385,57,1,1,1,3407,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,70,85,50,60,49,0,0,0,0,82,100,70,100,100,50,0,0,0,4,4,5,4,4,4,4,4,4,4,4
386,44,1,16,15,8579,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,78,45,49,64,35,67,19,7,70,81,85,41,61,64,65,86,77,75,5,2,6,6,3,4,4,1,2,2,2
387,20,2,2,1,7047,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,57,33,23,34,92,43,24,36,19,70,72,51,50,51,50,71,78,86,5,5,6,4,5,5,5,5,5,4,6
388,57,1,1,1,8638,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,0,100,0,52,0,0,0,0,0,100,100,52,100,100,52,50,0,0,6,5,6,6,4,2,4,5,4,6,6
389,78,1,1,1,7225,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,35,71,35,36,51,18,18,18,18,51,1,0,72,74,84,19,20,19,2,2,1,2,2,5,5,5,6,5,5
390,40,1,1,1,4456,1,cap,1,1,NA,NA,NA,NA,NA,1,1,0,0,1,61,45,58,62,47,42,59,50,42,58,54,69,57,67,79,62,71,80,2,2,3,2,2,1,4,3,2,2,2
391,25,1,16,2,9931,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,83,71,39,60,71,75,70,74,56,61,71,36,72,41,69,74,40,71,4,5,4,6,5,4,6,5,5,4,6
392,33,1,16,15,9222,1,cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,100,100,23,85,39,9,14,20,15,70,85,59,86,87,92,60,36,35,4,5,5,4,5,3,3,4,5,4,5
393,31,1,16,1,4468,1,Cap,1,0,NA,NA,NA,NA,NA,1,0,1,0,1,35,95,80,70,72,77,78,83,76,79,87,76,84,39,84,80,38,92,3,2,3,3,2,3,4,5,4,4,4
394,71,2,1,1,4271,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,60,54,51,60,53,38,45,49,18,36,62,48,53,52,51,53,53,52,5,3,4,3,4,2,2,2,2,2,2
395,18,1,4,1,1709,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,65,70,65,35,51,28,21,29,30,62,68,69,77,71,78,72,28,52,1,2,3,2,2,4,4,3,4,3,4
396,62,2,1,1,2935,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,35,34,54,43,44,43,44,46,48,47,63,66,43,43,41,43,61,82,3,4,4,4,4,3,4,3,3,2,3
397,31,2,1,2,8033,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,46,72,17,4,14,6,4,3,10,6,3,2,100,95,100,13,8,0,1,1,6,2,1,1,1,1,1,1,1
398,65,2,1,1,9064,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,68,65,NA,68,19,38,22,34,27,67,38,92,100,63,16,3,11,5,3,2,1,2,4,5,4,2,1,5
399,36,1,1,1,9969,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,65,100,39,65,88,12,7,17,15,27,77,14,100,100,87,26,0,0,3,2,4,4,3,6,4,4,4,4,4
400,22,2,15,2,4398,1,Cap,1,0,NA,NA,NA,NA,NA,1,1,1,0,1,48,63,55,46,60,62,65,43,53,73,73,74,79,55,49,37,51,37,4,4,3,1,4,4,1,3,1,3,3
401,62,1,1,1,4301,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,64,62,66,58,68,42,70,55,55,77,73,33,78,69,68,35,35,34,2,1,1,1,3,1,1,1,2,1,2
402,28,1,1,1,8155,1,CAP,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,51,51,51,51,51,48,48,49,48,51,51,51,100,51,51,50,50,50,4,4,5,4,4,3,3,3,5,4,4
403,58,2,1,1,9795,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,70,81,92,83,86,9,6,26,34,59,83,62,56,66,41,64,73,39,2,2,2,1,2,3,1,1,1,1,1
404,69,2,1,1,4985,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,10,30,20,0,30,20,19,10,30,60,60,40,30,40,20,90,89,80,6,3,4,1,3,1,4,2,2,1,1
405,54,1,2,1,6623,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,60,60,60,40,41,44,40,42,46,100,80,70,60,40,40,70,70,60,5,2,6,6,2,6,2,3,3,4,2
406,18,2,1,1,9229,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,70,60,51,50,55,40,55,35,50,65,85,75,60,55,55,60,49,55,5,4,4,4,4,4,1,1,2,1,1
407,57,1,1,1,5657,1,Cap,1,1,NA,NA,NA,NA,NA,1,0,1,1,1,61,42,43,59,61,35,27,35,31,44,59,54,67,65,71,47,47,16,4,4,3,3,2,2,4,3,3,3,3
408,26,1,1,1,7771,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,86,69,74,29,15,9,7,7,87,89,89,87,64,51,49,73,67,23,4,5,6,6,4,4,1,1,1,1,3
409,20,1,1,1,6374,1,Cap,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,78,72,40,26,32,30,75,15,90,20,87,56,100,94,100,50,36,34,5,4,4,3,4,3,4,3,3,5,3
410,64,2,1,1,8808,1,CAP,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,37,1,1,1,5568,1,CAP,1,0,NA,NA,NA,NA,NA,1,1,0,0,1,71,91,80,70,85,89,83,95,76,82,91,86,81,90,95,92,75,91,6,5,6,6,5,6,5,6,6,5,6
412,29,2,2,15,5193,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,76,70,53,48,57,9,74,20,6,80,100,100,49,20,0,50,50,51,1,5,6,4,3,2,2,2,5,5,4
413,32,1,2,1,1097,1,CAP,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,71,83,77,73,62,19,55,42,29,26,17,13,54,61,45,58,62,36,4,3,4,5,4,4,3,5,4,4,3
414,58,2,1,1,7080,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,90,100,100,90,90,0,0,0,0,83,85,32,100,100,100,83,51,9,5,4,3,4,4,1,1,1,1,1,1
415,29,2,2,1,8754,1,CAP,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,89,90,80,92,80,28,68,40,61,55,71,76,84,91,84,89,89,94,5,6,6,6,6,5,6,6,6,6,6
416,29,1,2,2,2329,1,Cap,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,66,1,1,1,2993,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,0,1,1,52,41,68,52,76,52,67,24,52,32,89,70,92,100,97,98,6,13,4,4,5,6,5,4,4,4,4,4,4
418,30,1,4,1,9502,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,84,65,85,82,73,58,52,61,55,54,67,75,53,46,16,53,53,44,4,4,6,6,6,4,2,1,1,1,1
419,37,2,5,1,4870,1,CA0,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,73,82,89,76,66,4,19,18,8,79,73,78,34,69,36,72,70,69,4,4,4,4,2,4,4,4,4,2,2
420,46,2,2,1,6752,1,CAP,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,1,4,4,2,1,1
421,36,1,1,1,9855,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,72,74,75,41,61,19,21,17,19,42,57,66,90,89,62,11,12,7,5,2,5,3,2,3,5,4,3,5,4
422,72,2,2,1,4231,1,CAP,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,45,46,45,45,45,45,46,46,46,60,58,62,57,57,50,59,59,55,3,4,4,2,4,4,3,3,2,2,2
423,32,2,1,2,6701,1,Cap,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,37,33,31,39,27,21,65,40,39,27,85,20,17,82,22,72,19,81,3,3,4,3,2,3,3,3,1,2,2
424,32,1,1,15,9067,1,CAP,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,44,1,1,1,5958,1,Cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,71,90,60,100,90,0,0,0,0,100,80,90,95,100,100,70,80,95,6,4,6,3,2,4,4,5,4,4,4
426,34,1,1,1,9412,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,100,90,80,87,95,82,77,67,61,97,91,84,96,89,81,96,91,87,5,5,4,4,5,6,5,5,5,5,4
427,73,2,1,1,6669,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,96,97,72,64,75,0,3,1,17,61,87,58,100,100,96,35,5,1,5,4,4,2,4,2,3,3,4,3,2
428,57,2,5,1,8835,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,60,20,30,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,3,3,5,5,5,5,5,4,4,3,5
429,51,1,1,1,7091,1,cap,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,73,81,31,76,70,0,0,0,0,74,91,24,80,70,30,30,60,20,3,3,3,5,5,1,2,4,3,2,1
430,71,2,4,1,6160,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,88,27,29,39,62,7,85,87,85,21,19,21,87,86,90,85,24,21,5,5,5,5,4,5,5,2,5,5,5
431,58,1,1,1,5064,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,69,81,78,61,67,22,32,19,17,34,75,66,79,78,83,44,40,39,4,4,5,4,4,4,4,3,3,3,2
432,62,1,1,1,8798,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,58,100,100,100,63,72,72,73,72,100,100,80,100,100,100,0,0,0,3,4,6,6,6,5,2,1,1,1,1
433,30,2,1,14,1399,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,29,69,81,24,25,10,20,22,20,62,100,49,82,87,89,79,11,14,3,3,4,3,4,2,2,3,4,2,3
434,30,2,1,1,8446,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,15,23,0,18,60,0,0,0,0,51,41,18,51,51,37,51,51,37,4,3,2,1,2,2,2,2,1,1,2
435,65,1,1,1,4009,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,100,100,38,72,75,4,4,0,0,75,80,63,97,96,94,17,14,11,4,4,4,4,2,5,3,2,2,3,3
436,34,1,1,1,6891,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,90,89,92,84,85,90,89,92,90,92,92,93,75,80,90,80,86,87,5,4,5,5,6,5,6,5,5,5,6
437,44,1,15,1,3263,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,100,100,51,51,51,0,33,0,51,68,55,32,100,100,100,0,0,0,3,3,4,4,3,4,4,4,4,4,4
438,71,1,1,1,3893,1,CAP,1,0,1,1,1,0,1,NA,NA,NA,NA,NA,90,90,89,93,93,0,0,0,0,93,79,85,91,73,72,100,60,98,4,3,2,1,1,3,1,1,1,1,2
439,47,1,16,15,1103,1,CAP,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,51,50,50,10,50,10,11,11,11,53,81,54,90,75,75,25,25,5,5,2,6,5,4,2,2,5,5,4,4
440,61,1,1,1,4853,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,100,100,100,100,100,0,0,0,0,8,9,9,100,100,100,0,0,0,6,2,6,4,4,5,5,4,4,6,3
441,43,2,1,1,4444,1,Cap,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,71,85,64,59,70,40,40,45,52,52,40,10,80,80,93,80,28,8,2,4,5,2,4,3,4,3,5,5,4
442,36,2,1,1,3340,1,CAP,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,43,66,68,84,74,22,23,20,28,88,100,92,45,39,42,67,72,73,4,3,4,4,4,3,4,3,2,2,1
